order_id,payment_type,payment_installments,payment_value
ORD001616,credit_card,2,616.74
ORD001617,debit_card,12,893.42
ORD001618,credit_card,1,1943.36
ORD001619,credit_card,2,502.81
ORD001620,credit_card,3,1344.17
ORD001621,credit_card,1,82.88
ORD001622,credit_card,1,1060.52
ORD001623,boleto,1,375.8
ORD001624,credit_card,1,1361.14
ORD001625,boleto,3,109.71
ORD001626,credit_card,1,568.02
ORD001627,credit_card,1,1483.16
ORD001628,credit_card,6,707.27
ORD001629,credit_card,12,729.34
ORD001630,boleto,2,369.36
ORD001631,credit_card,1,529.18
ORD001632,boleto,6,1285.67
ORD001633,boleto,1,1101.72
ORD001634,credit_card,1,984.79
ORD001635,boleto,1,545.31
ORD001636,credit_card,2,240.08
ORD001637,boleto,12,1183.75
ORD001638,boleto,6,505.14
ORD001639,voucher,1,1110.68
ORD001640,credit_card,1,729.27
ORD001641,credit_card,6,598.92
ORD001642,credit_card,1,1582.51
ORD001643,credit_card,3,1691.81
ORD001644,credit_card,1,1201.39
ORD001645,boleto,6,1469.36
ORD001646,credit_card,3,1502.6
ORD001647,credit_card,1,1200.63
ORD001648,credit_card,6,503.16
ORD001649,credit_card,1,1760.48
ORD001650,boleto,1,1066.02
ORD001651,credit_card,12,1668.44
ORD001652,boleto,12,1653.8
ORD001653,boleto,6,1825.15
ORD001654,credit_card,1,105.88
ORD001655,voucher,3,1445.21
ORD001656,credit_card,1,766.85
ORD001657,credit_card,2,1443.87
ORD001658,credit_card,1,479.18
ORD001659,debit_card,6,1168.31
ORD001660,credit_card,1,1336.26
ORD001661,credit_card,2,1467.2
ORD001662,voucher,1,1127.3
ORD001663,credit_card,1,753.34
ORD001664,credit_card,3,782.85
ORD001665,debit_card,1,1537.12
ORD001666,credit_card,12,1912.24
ORD001667,boleto,2,1577.82
ORD001668,boleto,1,1915.89
ORD001669,debit_card,1,1730.4
ORD001670,voucher,1,1423.21
ORD001671,credit_card,1,403.69
ORD001672,credit_card,1,127.66
ORD001673,boleto,2,1053.81
ORD001674,credit_card,6,1224.45
ORD001675,credit_card,1,851.83
ORD001676,debit_card,1,1953.44
ORD001677,credit_card,1,618.79
ORD001678,boleto,1,1661.25
ORD001679,boleto,2,1074.84
ORD001680,credit_card,3,1275.81
ORD001681,credit_card,1,1785.98
ORD001682,voucher,3,634.63
ORD001683,credit_card,1,434.3
ORD001684,credit_card,1,1514.6
ORD001685,credit_card,3,1575.35
ORD001686,boleto,1,1052.13
ORD001687,voucher,1,1982.82
ORD001688,boleto,6,1834.13
ORD001689,credit_card,3,765.96
ORD001690,credit_card,1,1863.17
ORD001691,voucher,2,851.44
ORD001692,credit_card,1,540.96
ORD001693,boleto,3,1590.69
ORD001694,credit_card,1,1279.48
ORD001695,credit_card,12,1874.84
ORD001696,voucher,6,1393.06
ORD001697,boleto,6,1016.05
ORD001698,boleto,1,129.42
ORD001699,credit_card,1,1572.35
ORD001700,boleto,12,1565.01
ORD001701,debit_card,1,1921.05
ORD001702,credit_card,2,1321.25
ORD001703,credit_card,1,1616.7
ORD001704,credit_card,12,1130.49
ORD001705,boleto,2,722.19
ORD001706,credit_card,6,1386.12
ORD001707,credit_card,1,1420.07
ORD001708,credit_card,1,538.23
ORD001709,credit_card,6,1585.03
ORD001710,debit_card,6,1192.2
ORD001711,credit_card,1,772.74
ORD001712,boleto,3,413.45
ORD001713,voucher,2,561.04
ORD001714,credit_card,1,259.73
ORD001715,credit_card,1,1115.43
ORD001716,credit_card,6,1138.94
ORD001717,credit_card,1,554.85
ORD001718,boleto,6,1165.04
ORD001719,credit_card,2,238.59
ORD001720,boleto,2,1038.06
ORD001721,boleto,1,444.76
ORD001722,credit_card,2,1560.76
ORD001723,credit_card,1,127.48
ORD001724,credit_card,1,1066.46
ORD001725,credit_card,1,986.99
ORD001726,credit_card,12,1543.97
ORD001727,credit_card,1,829.61
ORD001728,credit_card,1,1222.71
ORD001729,credit_card,2,551.12
ORD001730,debit_card,6,790.85
ORD001731,debit_card,1,1122.08
ORD001732,credit_card,1,595.21
ORD001733,credit_card,6,211.39
ORD001734,credit_card,2,678.49
ORD001735,credit_card,3,1021.35
ORD001736,boleto,3,557.2
ORD001737,credit_card,1,1340.72
ORD001738,boleto,3,1805.71
ORD001739,credit_card,1,1367.48
ORD001740,voucher,6,1537.72
ORD001741,credit_card,1,1931.45
ORD001742,boleto,1,1553.65
ORD001743,credit_card,6,1447.75
ORD001744,boleto,1,108.32
ORD001745,credit_card,1,832.26
ORD001746,credit_card,2,428.35
ORD001747,credit_card,1,302.92
ORD001748,credit_card,2,1813.49
ORD001749,credit_card,6,1695.56
ORD001750,credit_card,12,874.58
ORD001751,credit_card,3,1867.19
ORD001752,credit_card,3,112.16
ORD001753,credit_card,1,1880.84
ORD001754,credit_card,2,713.23
ORD001755,debit_card,1,1519.4
ORD001756,voucher,2,1382.35
ORD001757,credit_card,2,1885.76
ORD001758,credit_card,2,1108.53
ORD001759,credit_card,2,858.36
ORD001760,credit_card,3,1702.48
ORD001761,credit_card,2,703.67
ORD001762,credit_card,3,1125.7
ORD001763,credit_card,6,867.22
ORD001764,credit_card,6,947.45
ORD001765,credit_card,1,466.21
ORD001766,credit_card,1,1685.63
ORD001767,credit_card,1,104.83
ORD001768,voucher,1,1845.8
ORD001769,credit_card,6,1737.53
ORD001770,credit_card,2,266.86
ORD001771,boleto,12,1368.86
ORD001772,boleto,2,374.47
ORD001773,credit_card,1,677.01
ORD001774,voucher,1,887.52
ORD001775,credit_card,1,747.99
ORD001776,credit_card,3,585.71
ORD001777,credit_card,1,1241.97
ORD001778,credit_card,2,1915.42
ORD001779,credit_card,2,1722.45
ORD001780,voucher,1,631.9
ORD001781,credit_card,12,567.73
ORD001782,credit_card,6,1435.45
ORD001783,credit_card,2,1112.39
ORD001784,credit_card,2,728.76
ORD001785,credit_card,1,1216.18
ORD001786,credit_card,12,851.6
ORD001787,debit_card,2,446.72
ORD001788,credit_card,1,359.42
ORD001789,boleto,1,1496.8
ORD001790,credit_card,1,1886.34
ORD001791,credit_card,2,1589.69
ORD001792,credit_card,1,1839.69
ORD001793,credit_card,12,1672.25
ORD001794,credit_card,6,1197.71
ORD001795,credit_card,2,163.58
ORD001796,credit_card,1,330.41
ORD001797,credit_card,1,477.96
ORD001798,credit_card,2,263.72
ORD001799,boleto,1,778.74
ORD001800,debit_card,1,866.63
ORD001801,credit_card,1,1950.39
ORD001802,credit_card,3,434.8
ORD001803,boleto,1,1395.9
ORD001804,credit_card,6,1043.7
ORD001805,credit_card,2,589.05
ORD001806,credit_card,3,1430.8
ORD001807,credit_card,6,528.72
ORD001808,credit_card,1,1851.75
ORD001809,credit_card,1,1583.95
ORD001810,boleto,1,407.76
ORD001811,credit_card,3,581.69
ORD001812,credit_card,2,1412.62
ORD001813,credit_card,2,1523.73
ORD001814,credit_card,6,1849.9
ORD001815,credit_card,6,1922.12
ORD001816,credit_card,6,1499.71
ORD001817,boleto,3,1450.5
ORD001818,credit_card,1,250.11
ORD001819,credit_card,1,311.25
ORD001820,credit_card,1,1168.02
ORD001821,credit_card,1,1842.02
ORD001822,boleto,1,1247.95
ORD001823,boleto,1,1502.07
ORD001824,credit_card,6,1980.27
ORD001825,credit_card,1,1885.64
ORD001826,credit_card,6,1031.89
ORD001827,credit_card,6,187.49
ORD001828,credit_card,1,573.39
ORD001829,credit_card,3,1818.94
ORD001830,credit_card,1,911.41
ORD001831,credit_card,12,958.13
ORD001832,credit_card,6,282.45
ORD001833,credit_card,1,444.99
ORD001834,credit_card,3,1391.37
ORD001835,boleto,6,1250.15
ORD001836,credit_card,3,436.81
ORD001837,boleto,1,148.38
ORD001838,credit_card,3,1598.48
ORD001839,credit_card,1,327.54
ORD001840,credit_card,2,1484.63
ORD001841,credit_card,6,956.02
ORD001842,credit_card,2,1514.44
ORD001843,credit_card,1,1766.95
ORD001844,credit_card,2,267.02
ORD001845,credit_card,3,1061.01
ORD001846,credit_card,6,1168.8
ORD001847,boleto,2,1153.71
ORD001848,credit_card,1,1139.17
ORD001849,credit_card,3,1388.27
ORD001850,credit_card,3,596.97
ORD001851,credit_card,12,1551.66
ORD001852,credit_card,3,1438.41
ORD001853,credit_card,3,573.56
ORD001854,credit_card,6,1682.82
ORD001855,boleto,1,895.71
ORD001856,voucher,1,1441.28
ORD001857,credit_card,2,138.62
ORD001858,credit_card,1,1050.05
ORD001859,debit_card,1,1810.99
ORD001860,credit_card,3,699.12
ORD001861,credit_card,12,1132.71
ORD001862,credit_card,6,1478.95
ORD001863,credit_card,1,1505.68
ORD001864,credit_card,1,955.89
ORD001865,credit_card,1,1286.63
ORD001866,credit_card,1,464.03
ORD001867,voucher,2,1308.86
ORD001868,credit_card,1,168.51
ORD001869,boleto,2,1858.06
ORD001870,debit_card,3,1557.58
ORD001871,voucher,3,1598.66
ORD001872,credit_card,6,1561.18
ORD001873,credit_card,12,1119.75
ORD001874,credit_card,6,360.34
ORD001875,boleto,1,52.78
ORD001876,boleto,1,1241.41
ORD001877,voucher,1,756.68
ORD001878,credit_card,6,539.53
ORD001879,credit_card,1,1252.64
ORD001880,boleto,3,1032.23
ORD001881,credit_card,1,807.84
ORD001882,credit_card,1,961.88
ORD001883,credit_card,1,711.1
ORD001884,boleto,12,929.91
ORD001885,credit_card,2,493.64
ORD001886,credit_card,2,1065.43
ORD001887,boleto,2,847.54
ORD001888,credit_card,1,1058.11
ORD001889,credit_card,1,658.16
ORD001890,credit_card,6,717.92
ORD001891,debit_card,12,1308.6
ORD001892,credit_card,6,1522.22
ORD001893,boleto,6,1660.16
ORD001894,credit_card,1,1361.27
ORD001895,boleto,1,1641.88
ORD001896,boleto,6,1970.81
ORD001897,credit_card,1,1992.48
ORD001898,credit_card,2,439.81
ORD001899,credit_card,2,1781.02
ORD001900,debit_card,1,1002.43
ORD001901,voucher,2,416.79
ORD001902,credit_card,1,387.74
ORD001903,credit_card,1,820.75
ORD001904,credit_card,2,640.92
ORD001905,boleto,2,151.26
ORD001906,credit_card,2,238.51
ORD001907,boleto,3,1289.46
ORD001908,credit_card,2,654.77
ORD001909,credit_card,12,1145.97
ORD001910,voucher,1,1925.68
ORD001911,voucher,6,1547.47
ORD001912,credit_card,1,334.38
ORD001913,credit_card,12,1065.78
ORD001914,credit_card,2,323.92
ORD001915,credit_card,12,961.76
ORD001916,credit_card,6,745.24
ORD001917,boleto,3,1184.04
ORD001918,credit_card,2,1164.85
ORD001919,debit_card,6,299.2
ORD001920,credit_card,6,665.55
ORD001921,credit_card,1,1979.26
ORD001922,credit_card,6,1038.34
ORD001923,credit_card,2,1643.39
ORD001924,voucher,6,551.54
ORD001925,credit_card,1,588.34
ORD001926,credit_card,12,1085.02
ORD001927,credit_card,6,1515.33
ORD001928,credit_card,1,1149.02
ORD001929,credit_card,1,894.77
ORD001930,credit_card,1,1621.05
ORD001931,voucher,6,74.57
ORD001932,boleto,3,1925.17
ORD001933,credit_card,1,338.99
ORD001934,credit_card,6,1776.59
ORD001935,credit_card,3,922.34
ORD001936,boleto,3,119.4
ORD001937,credit_card,6,1171.01
ORD001938,credit_card,2,784.51
ORD001939,credit_card,3,1979.32
ORD001940,credit_card,1,882.06
ORD001941,credit_card,3,1518.03
ORD001942,credit_card,2,346.77
ORD001943,boleto,6,1983.9
ORD001944,credit_card,1,1275.22
ORD001945,credit_card,1,1582.06
ORD001946,boleto,2,1749.49
ORD001947,credit_card,1,737.86
ORD001948,credit_card,6,349.48
ORD001949,boleto,3,616.34
ORD001950,credit_card,1,949.17
ORD001951,boleto,1,1609.98
ORD001952,credit_card,1,1684.81
ORD001953,credit_card,1,1907.44
ORD001954,credit_card,1,1460.17
ORD001955,voucher,1,1839.86
ORD001956,credit_card,1,876.49
ORD001957,boleto,2,1850.81
ORD001958,voucher,3,557.77
ORD001959,boleto,3,1838.75
ORD001960,boleto,2,1768.87
ORD001961,credit_card,1,1863.39
ORD001962,credit_card,2,870.06
ORD001963,credit_card,12,1016.0
ORD001964,credit_card,12,1848.54
ORD001965,boleto,1,908.75
ORD001966,credit_card,1,143.57
ORD001967,credit_card,12,141.65
ORD001968,boleto,3,1659.08
ORD001969,voucher,2,1153.65
ORD001970,credit_card,1,1834.11
ORD001971,credit_card,2,1903.45
ORD001972,credit_card,1,780.7
ORD001973,credit_card,12,1445.92
ORD001974,credit_card,6,761.88
ORD001975,credit_card,3,1564.96
ORD001976,credit_card,1,738.93
ORD001977,voucher,1,1821.57
ORD001978,boleto,1,1766.77
ORD001979,credit_card,6,1906.66
ORD001980,credit_card,3,301.82
ORD001981,boleto,1,718.2
ORD001982,credit_card,6,1416.29
ORD001983,credit_card,2,1133.48
ORD001984,credit_card,1,1391.17
ORD001985,boleto,1,944.92
ORD001986,credit_card,1,1951.98
ORD001987,credit_card,1,977.37
ORD001988,credit_card,2,1552.39
ORD001989,boleto,2,1693.12
ORD001990,credit_card,1,1392.88
ORD001991,boleto,3,1911.38
ORD001992,voucher,1,733.37
ORD001993,credit_card,1,1869.46
ORD001994,credit_card,1,1302.85
ORD001995,credit_card,1,1254.62
ORD001996,credit_card,3,1391.84
ORD001997,debit_card,1,1449.79
ORD001998,credit_card,1,971.25
ORD001999,credit_card,1,1650.08
ORD002000,credit_card,1,207.71
ORD002001,boleto,1,1142.47
ORD002002,boleto,1,1613.35
ORD002003,boleto,1,1836.27
ORD002004,credit_card,3,1034.53
ORD002005,credit_card,2,222.41
ORD002006,credit_card,1,1122.22
ORD002007,boleto,6,1587.41
ORD002008,credit_card,6,1080.54
ORD002009,credit_card,12,1810.98
ORD002010,credit_card,1,321.06
ORD002011,credit_card,12,1223.95
ORD002012,boleto,6,959.67
ORD002013,credit_card,1,571.28
ORD002014,boleto,6,1031.74
ORD002015,credit_card,3,952.7
ORD002016,credit_card,2,1171.38
ORD002017,credit_card,2,979.8
ORD002018,credit_card,2,722.14
ORD002019,credit_card,2,834.47
ORD002020,boleto,1,1666.58
ORD002021,boleto,3,394.81
ORD002022,boleto,6,256.99
ORD002023,boleto,2,1908.11
ORD002024,debit_card,3,1665.56
ORD002025,boleto,12,553.8
ORD002026,credit_card,1,1000.0
ORD002027,credit_card,6,1579.85
ORD002028,credit_card,1,1588.24
ORD002029,credit_card,1,1522.23
ORD002030,credit_card,2,136.89
ORD002031,credit_card,1,1328.54
ORD002032,credit_card,3,1796.71
ORD002033,voucher,1,1056.02
ORD002034,credit_card,2,1616.83
ORD002035,credit_card,2,124.98
ORD002036,credit_card,2,157.4
ORD002037,boleto,12,1807.34
ORD002038,credit_card,6,1846.81
ORD002039,credit_card,1,1783.09
ORD002040,credit_card,3,1870.41
ORD002041,voucher,1,1988.61
ORD002042,credit_card,12,1757.96
ORD002043,credit_card,1,1856.18
ORD002044,credit_card,6,640.05
ORD002045,credit_card,2,1701.13
ORD002046,boleto,6,1198.69
ORD002047,credit_card,2,155.45
ORD002048,credit_card,2,1591.05
ORD002049,credit_card,2,946.78
ORD002050,credit_card,6,622.16
ORD002051,boleto,3,473.61
ORD002052,credit_card,6,1602.46
ORD002053,credit_card,2,1037.28
ORD002054,boleto,2,919.95
ORD002055,boleto,3,1315.27
ORD002056,credit_card,1,318.85
ORD002057,voucher,3,512.15
ORD002058,credit_card,1,1461.2
ORD002059,credit_card,6,1799.77
ORD002060,boleto,1,969.83
ORD002061,credit_card,12,1999.05
ORD002062,voucher,3,1944.56
ORD002063,boleto,1,817.85
ORD002064,credit_card,1,85.11
ORD002065,credit_card,2,771.89
ORD002066,credit_card,6,843.45
ORD002067,credit_card,1,1425.18
ORD002068,credit_card,1,1818.04
ORD002069,credit_card,2,355.95
ORD002070,boleto,1,1267.48
ORD002071,voucher,12,835.74
ORD002072,credit_card,2,1196.59
ORD002073,boleto,1,1794.64
ORD002074,credit_card,6,806.06
ORD002075,boleto,1,151.79
ORD002076,credit_card,1,233.14
ORD002077,credit_card,12,1996.29
ORD002078,credit_card,1,613.75
ORD002079,boleto,1,1743.8
ORD002080,credit_card,1,540.37
ORD002081,credit_card,6,1043.41
ORD002082,credit_card,3,1023.64
ORD002083,credit_card,6,496.94
ORD002084,credit_card,3,337.1
ORD002085,credit_card,6,1204.69
ORD002086,credit_card,1,818.28
ORD002087,credit_card,1,305.46
ORD002088,credit_card,1,1029.41
ORD002089,credit_card,1,208.07
ORD002090,credit_card,6,84.78
ORD002091,credit_card,2,283.37
ORD002092,boleto,3,811.72
ORD002093,credit_card,2,1065.4
ORD002094,credit_card,6,693.11
ORD002095,credit_card,1,761.2
ORD002096,credit_card,6,184.56
ORD002097,boleto,1,1493.08
ORD002098,boleto,2,1856.02
ORD002099,credit_card,2,414.03
ORD002100,credit_card,12,885.13
ORD002101,credit_card,12,1020.85
ORD002102,credit_card,6,1779.01
ORD002103,credit_card,1,599.63
ORD002104,credit_card,1,1073.7
ORD002105,credit_card,1,1070.37
ORD002106,credit_card,2,1415.21
ORD002107,boleto,1,1807.47
ORD002108,boleto,1,629.18
ORD002109,boleto,1,1386.8
ORD002110,credit_card,2,1792.73
ORD002111,boleto,1,1235.28
ORD002112,credit_card,2,1021.81
ORD002113,credit_card,2,269.98
ORD002114,credit_card,12,472.3
ORD002115,credit_card,3,1157.72
ORD002116,credit_card,12,1586.81
ORD002117,credit_card,1,339.73
ORD002118,boleto,6,1535.42
ORD002119,credit_card,1,1129.58
ORD002120,credit_card,12,357.62
ORD002121,boleto,1,1536.45
ORD002122,credit_card,12,1256.61
ORD002123,boleto,1,1422.04
ORD002124,credit_card,2,1692.95
ORD002125,credit_card,2,673.29
ORD002126,boleto,2,230.72
ORD002127,credit_card,3,446.69
ORD002128,credit_card,1,1083.22
ORD002129,credit_card,3,146.62
ORD002130,boleto,1,1849.36
ORD002131,boleto,1,606.95
ORD002132,credit_card,6,598.85
ORD002133,credit_card,1,1604.39
ORD002134,credit_card,1,704.15
ORD002135,boleto,1,629.76
ORD002136,credit_card,1,679.77
ORD002137,credit_card,1,424.71
ORD002138,credit_card,6,625.17
ORD002139,boleto,1,269.93
ORD002140,debit_card,1,442.84
ORD002141,boleto,1,1973.79
ORD002142,debit_card,2,1258.18
ORD002143,credit_card,1,1634.28
ORD002144,credit_card,2,116.71
ORD002145,credit_card,2,1707.02
ORD002146,credit_card,2,1463.36
ORD002147,credit_card,3,633.77
ORD002148,credit_card,1,1247.42
ORD002149,credit_card,3,278.72
ORD002150,credit_card,3,1365.21
ORD002151,credit_card,1,74.57
ORD002152,credit_card,12,965.97
ORD002153,credit_card,3,241.2
ORD002154,credit_card,1,1645.74
ORD002155,credit_card,1,945.29
ORD002156,boleto,1,1151.68
ORD002157,credit_card,2,1016.7
ORD002158,credit_card,1,744.72
ORD002159,boleto,1,447.26
ORD002160,credit_card,2,796.26
ORD002161,credit_card,1,70.11
ORD002162,credit_card,12,588.11
ORD002163,boleto,6,1562.72
ORD002164,credit_card,1,661.13
ORD002165,credit_card,2,1975.48
ORD002166,credit_card,3,716.58
ORD002167,credit_card,3,1232.89
ORD002168,boleto,2,322.4
ORD002169,boleto,6,1730.0
ORD002170,credit_card,1,498.97
ORD002171,credit_card,2,468.5
ORD002172,boleto,1,454.9
ORD002173,credit_card,1,1810.38
ORD002174,boleto,2,1705.5
ORD002175,voucher,3,1392.01
ORD002176,boleto,3,1754.12
ORD002177,credit_card,1,442.18
ORD002178,credit_card,3,337.1
ORD002179,credit_card,2,659.02
ORD002180,credit_card,12,1160.35
ORD002181,credit_card,12,978.79
ORD002182,debit_card,12,1903.47
ORD002183,credit_card,12,368.68
ORD002184,credit_card,3,360.06
ORD002185,credit_card,2,1820.29
ORD002186,credit_card,1,663.22
ORD002187,credit_card,1,192.57
ORD002188,credit_card,1,1315.97
ORD002189,voucher,6,1292.41
ORD002190,credit_card,1,522.16
ORD002191,credit_card,2,1215.05
ORD002192,credit_card,1,1852.83
ORD002193,debit_card,1,140.7
ORD002194,voucher,6,1180.59
ORD002195,credit_card,6,1564.21
ORD002196,credit_card,1,1982.94
ORD002197,credit_card,2,1451.05
ORD002198,voucher,1,1046.35
ORD002199,credit_card,3,509.68
ORD002200,credit_card,1,658.36
ORD002201,boleto,1,1873.25
ORD002202,credit_card,3,312.12
ORD002203,credit_card,2,994.71
ORD002204,credit_card,12,82.9
ORD002205,debit_card,2,1849.41
ORD002206,credit_card,6,741.54
ORD002207,credit_card,6,1039.8
ORD002208,boleto,6,1579.75
ORD002209,boleto,2,1238.04
ORD002210,boleto,12,93.04
ORD002211,credit_card,1,898.8
ORD002212,credit_card,6,556.96
ORD002213,credit_card,12,199.38
ORD002214,credit_card,1,1980.57
ORD002215,credit_card,3,1013.44
ORD002216,credit_card,6,1131.16
ORD002217,credit_card,12,814.43
ORD002218,boleto,2,1024.52
ORD002219,credit_card,1,1630.18
ORD002220,credit_card,3,885.5
ORD002221,credit_card,1,484.12
ORD002222,voucher,2,1006.03
ORD002223,credit_card,6,1236.77
ORD002224,credit_card,2,562.66
ORD002225,voucher,6,185.03
ORD002226,credit_card,3,695.31
ORD002227,credit_card,1,1836.71
ORD002228,credit_card,12,1278.37
ORD002229,credit_card,1,1310.55
ORD002230,credit_card,12,267.78
ORD002231,credit_card,1,1820.34
ORD002232,credit_card,1,624.33
ORD002233,credit_card,6,635.23
ORD002234,credit_card,3,994.53
ORD002235,credit_card,2,605.73
ORD002236,credit_card,1,100.02
ORD002237,boleto,1,124.25
ORD002238,boleto,2,1492.27
ORD002239,credit_card,1,1393.85
ORD002240,credit_card,2,1579.27
ORD002241,credit_card,2,700.22
ORD002242,boleto,3,582.75
ORD002243,credit_card,1,74.89
ORD002244,credit_card,12,1534.63
ORD002245,credit_card,2,522.93
ORD002246,credit_card,1,693.69
ORD002247,boleto,6,1285.38
ORD002248,credit_card,6,1992.84
ORD002249,credit_card,2,949.54
ORD002250,boleto,6,70.8
ORD002251,credit_card,2,801.23
ORD002252,boleto,1,84.59
ORD002253,credit_card,1,755.89
ORD002254,voucher,6,163.48
ORD002255,credit_card,1,1553.08
ORD002256,credit_card,2,243.16
ORD002257,credit_card,6,1621.95
ORD002258,credit_card,3,1947.98
ORD002259,boleto,1,1259.2
ORD002260,boleto,2,758.5
ORD002261,credit_card,3,909.63
ORD002262,voucher,2,1134.34
ORD002263,credit_card,1,237.36
ORD002264,credit_card,2,991.71
ORD002265,credit_card,2,1504.9
ORD002266,boleto,6,61.86
ORD002267,credit_card,6,1249.64
ORD002268,credit_card,3,1072.72
ORD002269,credit_card,1,973.21
ORD002270,voucher,1,910.76
ORD002271,credit_card,2,1330.74
ORD002272,credit_card,1,196.07
ORD002273,credit_card,1,1377.04
ORD002274,credit_card,2,279.1
ORD002275,credit_card,2,1488.2
ORD002276,credit_card,12,616.39
ORD002277,credit_card,12,1891.72
ORD002278,boleto,6,1508.44
ORD002279,debit_card,3,871.07
ORD002280,boleto,6,468.39
ORD002281,debit_card,1,525.73
ORD002282,credit_card,6,1299.94
ORD002283,credit_card,1,1081.01
ORD002284,boleto,2,1063.11
ORD002285,boleto,2,508.05
ORD002286,boleto,12,1696.31
ORD002287,credit_card,12,1678.32
ORD002288,credit_card,3,1935.23
ORD002289,credit_card,2,129.04
ORD002290,credit_card,1,937.48
ORD002291,credit_card,2,1704.48
ORD002292,credit_card,1,1707.77
ORD002293,debit_card,1,1126.69
ORD002294,boleto,12,859.47
ORD002295,credit_card,3,1580.83
ORD002296,credit_card,6,1550.25
ORD002297,voucher,6,1390.23
ORD002298,credit_card,6,1435.26
ORD002299,boleto,2,1856.56
ORD002300,boleto,2,1474.08
ORD002301,credit_card,1,1004.61
ORD002302,credit_card,3,237.18
ORD002303,credit_card,6,1364.46
ORD002304,boleto,1,1106.69
ORD002305,credit_card,3,946.68
ORD002306,credit_card,1,414.86
ORD002307,boleto,6,1559.27
ORD002308,credit_card,2,427.09
ORD002309,credit_card,1,1389.36
ORD002310,voucher,2,714.91
ORD002311,credit_card,3,1853.1
ORD002312,credit_card,1,1668.61
ORD002313,credit_card,12,1666.19
ORD002314,credit_card,1,843.36
ORD002315,credit_card,6,1317.93
ORD002316,boleto,1,790.11
ORD002317,boleto,6,1726.5
ORD002318,credit_card,1,541.73
ORD002319,credit_card,12,1499.4
ORD002320,credit_card,1,433.25
ORD002321,credit_card,1,62.85
ORD002322,credit_card,1,1478.19
ORD002323,credit_card,2,1259.01
ORD002324,voucher,12,1867.08
ORD002325,debit_card,2,369.99
ORD002326,credit_card,3,845.21
ORD002327,credit_card,2,833.58
ORD002328,credit_card,3,91.96
ORD002329,credit_card,1,1319.36
ORD002330,credit_card,1,1001.82
ORD002331,credit_card,2,1251.38
ORD002332,credit_card,2,1027.4
ORD002333,boleto,1,862.64
ORD002334,credit_card,6,215.55
ORD002335,credit_card,6,1272.62
ORD002336,boleto,1,1441.24
ORD002337,credit_card,1,1460.95
ORD002338,credit_card,1,106.49
ORD002339,voucher,2,1721.65
ORD002340,boleto,6,1417.84
ORD002341,credit_card,6,1411.23
ORD002342,voucher,6,396.23
ORD002343,boleto,2,836.46
ORD002344,credit_card,2,1457.58
ORD002345,credit_card,12,1046.3
ORD002346,credit_card,12,58.9
ORD002347,credit_card,1,899.39
ORD002348,voucher,6,1527.29
ORD002349,credit_card,6,1750.58
ORD002350,credit_card,2,1486.48
ORD002351,boleto,6,1674.94
ORD002352,credit_card,12,1543.61
ORD002353,credit_card,1,156.35
ORD002354,credit_card,6,195.33
ORD002355,credit_card,1,259.24
ORD002356,credit_card,12,1785.75
ORD002357,boleto,12,381.03
ORD002358,credit_card,1,890.12
ORD002359,credit_card,2,1302.57
ORD002360,voucher,6,1076.07
ORD002361,voucher,1,1415.3
ORD002362,credit_card,1,911.24
ORD002363,credit_card,2,390.48
ORD002364,credit_card,12,1916.27
ORD002365,credit_card,6,1309.66
ORD002366,credit_card,6,722.65
ORD002367,boleto,1,1085.93
ORD002368,credit_card,2,877.23
ORD002369,credit_card,3,1959.22
ORD002370,credit_card,2,1085.87
ORD002371,credit_card,2,298.52
ORD002372,credit_card,1,83.83
ORD002373,credit_card,1,1396.7
ORD002374,credit_card,2,339.58
ORD002375,credit_card,1,688.27
ORD002376,credit_card,1,879.95
ORD002377,voucher,3,129.5
ORD002378,credit_card,6,1288.44
ORD002379,credit_card,1,1101.91
ORD002380,credit_card,1,258.62
ORD002381,credit_card,6,411.02
ORD002382,credit_card,2,1808.59
ORD002383,boleto,12,1838.81
ORD002384,credit_card,6,986.31
ORD002385,boleto,3,1073.6
ORD002386,debit_card,1,1879.8
ORD002387,voucher,1,1869.25
ORD002388,credit_card,1,1331.97
ORD002389,credit_card,6,1872.0
ORD002390,credit_card,1,199.1
ORD002391,debit_card,1,326.45
ORD002392,credit_card,3,220.25
ORD002393,voucher,1,564.63
ORD002394,debit_card,1,437.69
ORD002395,credit_card,3,1560.93
ORD002396,boleto,3,1380.39
ORD002397,credit_card,1,1636.99
ORD002398,debit_card,1,732.83
ORD002399,credit_card,1,298.9
ORD002400,credit_card,1,1657.22
ORD002401,credit_card,1,167.35
ORD002402,credit_card,1,111.89
ORD002403,credit_card,2,1615.12
ORD002404,credit_card,3,581.87
ORD002405,credit_card,6,398.02
ORD002406,credit_card,2,1734.02
ORD002407,credit_card,6,1464.56
ORD002408,credit_card,3,1422.56
ORD002409,boleto,1,117.14
ORD002410,credit_card,6,1841.01
ORD002411,credit_card,6,205.96
ORD002412,credit_card,12,1235.15
ORD002413,credit_card,1,1461.32
ORD002414,credit_card,1,277.66
ORD002415,credit_card,6,1033.68
ORD002416,credit_card,3,1045.76
ORD002417,credit_card,3,774.38
ORD002418,credit_card,2,290.6
ORD002419,credit_card,2,1944.74
ORD002420,credit_card,3,173.27
ORD002421,credit_card,1,1760.13
ORD002422,boleto,1,1887.96
ORD002423,credit_card,1,679.53
